ContentArea,Indicator,Measure,Year,Geography,County,GeoID,Filter,FilterValue,Value,Version
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Kearny,20093,None,,10,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Kingman,20095,None,,33,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Kiowa,20097,None,,6,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Labette,20099,None,,77,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Lane,20101,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Leavenworth,20103,None,,385,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Lincoln,20105,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Linn,20107,None,,23,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Logan,20109,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Lyon,20111,None,,99,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Marion,20115,None,,16,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Marshall,20117,None,,34,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,McPherson,20113,None,,105,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Meade,20119,None,,9,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Miami,20121,None,,30,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Mitchell,20123,None,,10,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Montgomery,20125,None,,88,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Morris,20127,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Morton,20129,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Nemaha,20131,None,,19,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Neosho,20133,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Ness,20135,None,,6,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Norton,20137,None,,12,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Osage,20139,None,,62,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Osborne,20141,None,,12,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Ottawa,20143,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Pawnee,20145,None,,33,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Phillips,20147,None,,7,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Pottawatomie,20149,None,,9,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Pratt,20151,None,,41,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Rawlins,20153,None,,6,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Reno,20155,None,,23,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Republic,20157,None,,9,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Rice,20159,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Riley,20161,None,,30,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Rooks,20163,None,,13,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Rush,20165,None,,9,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Russell,20167,None,,6,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Saline,20169,None,,39,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Scott,20171,None,,17,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Sedgwick,20173,None,,"2,786",030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Seward,20175,None,,85,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Shawnee,20177,None,,"1,075",030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Sheridan,20179,None,,8,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Sherman,20181,None,,8,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Smith,20183,None,,8,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Stafford,20185,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Stanton,20187,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Stevens,20189,None,,9,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Sumner,20191,None,,64,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Thomas,20193,None,,15,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Trego,20195,None,,17,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Wabaunsee,20197,None,,10,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Wallace,20199,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Washington,20201,None,,Suppressed,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Wichita,20203,None,,6,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Wilson,20205,None,,21,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Woodson,20207,None,,8,030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2009,County,Wyandotte,20209,None,,"1,248",030904340220090000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Allen,20001,None,,31,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Anderson,20003,None,,38,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Atchison,20005,None,,89,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Barber,20007,None,,11,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Barton,20009,None,,128,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Bourbon,20011,None,,56,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Brown,20013,None,,22,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Butler,20015,None,,64,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Chase,20017,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Chautauqua,20019,None,,No Events,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Cherokee,20021,None,,18,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Cheyenne,20023,None,,9,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Clark,20025,None,,7,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Clay,20027,None,,9,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Cloud,20029,None,,13,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Coffey,20031,None,,25,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Comanche,20033,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Cowley,20035,None,,164,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Crawford,20037,None,,99,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Decatur,20039,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Dickinson,20041,None,,75,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Doniphan,20043,None,,15,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Douglas,20045,None,,286,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Edwards,20047,None,,10,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Elk,20049,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Ellis,20051,None,,97,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Ellsworth,20053,None,,8,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Finney,20055,None,,156,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Ford,20057,None,,122,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Franklin,20059,None,,144,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Geary,20061,None,,7,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Gove,20063,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Graham,20065,None,,6,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Grant,20067,None,,19,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Gray,20069,None,,7,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Greeley,20071,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Greenwood,20073,None,,24,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Hamilton,20075,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Harper,20077,None,,15,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Harvey,20079,None,,79,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Haskell,20081,None,,25,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Hodgeman,20083,None,,No Events,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Jackson,20085,None,,39,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Jefferson,20087,None,,31,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Jewell,20089,None,,14,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Johnson,20091,None,,"1,589",030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Kearny,20093,None,,7,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Kingman,20095,None,,31,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Kiowa,20097,None,,6,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Labette,20099,None,,114,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Lane,20101,None,,7,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Leavenworth,20103,None,,331,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Lincoln,20105,None,,12,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Linn,20107,None,,13,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Logan,20109,None,,6,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Lyon,20111,None,,122,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Marion,20115,None,,15,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Marshall,20117,None,,17,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,McPherson,20113,None,,83,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Meade,20119,None,,10,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Miami,20121,None,,38,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Mitchell,20123,None,,10,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Montgomery,20125,None,,89,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Morris,20127,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Morton,20129,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Nemaha,20131,None,,13,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Neosho,20133,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Ness,20135,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Norton,20137,None,,12,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Osage,20139,None,,69,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Osborne,20141,None,,8,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Ottawa,20143,None,,6,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Pawnee,20145,None,,34,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Phillips,20147,None,,17,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Pottawatomie,20149,None,,8,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Pratt,20151,None,,30,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Rawlins,20153,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Reno,20155,None,,29,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Republic,20157,None,,6,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Rice,20159,None,,6,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Riley,20161,None,,25,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Rooks,20163,None,,14,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Rush,20165,None,,10,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Russell,20167,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Saline,20169,None,,244,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Scott,20171,None,,13,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Sedgwick,20173,None,,"3,089",030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Seward,20175,None,,74,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Shawnee,20177,None,,"1,046",030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Sheridan,20179,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Sherman,20181,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Smith,20183,None,,7,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Stafford,20185,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Stanton,20187,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Stevens,20189,None,,12,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Sumner,20191,None,,61,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Thomas,20193,None,,18,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Trego,20195,None,,10,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Wabaunsee,20197,None,,10,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Wallace,20199,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Washington,20201,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Wichita,20203,None,,8,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Wilson,20205,None,,11,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Woodson,20207,None,,Suppressed,030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2010,County,Wyandotte,20209,None,,"1,107",030904340220100000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Allen,20001,None,,42,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Anderson,20003,None,,39,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Atchison,20005,None,,99,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Barber,20007,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Barton,20009,None,,65,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Bourbon,20011,None,,42,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Brown,20013,None,,40,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Butler,20015,None,,67,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Chase,20017,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Chautauqua,20019,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Cherokee,20021,None,,35,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Cheyenne,20023,None,,18,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Clark,20025,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Clay,20027,None,,19,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Cloud,20029,None,,10,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Coffey,20031,None,,25,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Comanche,20033,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Cowley,20035,None,,143,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Crawford,20037,None,,86,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Decatur,20039,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Dickinson,20041,None,,73,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Doniphan,20043,None,,12,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Douglas,20045,None,,285,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Edwards,20047,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Elk,20049,None,,6,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Ellis,20051,None,,72,030904340220110000010100
